PRESIDENT 2016 State Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,20161108,Georgia,16,0,0,"4,114,732","2,089,104","Trump, Donald J. ",Challenger,"1,877,963","Clinton, Hillary Rodham ",Challenger,Independent,"125,306","Johnson, Gary E. ",Challenger,"22,359","Stein Jill  (Independent) 7,674; Castle Darrell  (Independent) 1,110; McMullin Evan  (Independent) 13,017","211,141",R,50.77,45.64,3.05,0.54,52.66,47.34,,,
President,20161108,Hawaii,0,3,1,"428,937","128,847","Trump, Donald J. ",Challenger,"266,891","Clinton, Hillary Rodham ",Challenger,Independent,"15,954","Johnson, Gary E. ",Challenger,"17,245","Stein Jill  (Independent) 12,737; Castle Darrell  (Independent) 4,508","138,044",D,30.04,62.22,3.72,4.02,32.56,67.44,,,
President,20161108,Idaho,4,0,0,"690,255","409,055","Trump, Donald J. ",Challenger,"189,765","Clinton, Hillary Rodham ",Challenger,Independent,"28,331","Johnson, Gary E. ",Challenger,"63,104","Stein Jill  (Independent) 8,496; De La Fuente Roque  (Independent) 1,373; Castle Darrell  (Independent) 4,403; McMullin Evan  (Independent) 46,476","219,290",R,59.26,27.49,4.10,9.14,68.31,31.69,,,
President,20161108,Illinois,0,20,0,"5,536,424","2,146,015","Trump, Donald J. ",Challenger,"3,090,729","Clinton, Hillary Rodham ",Challenger,Independent,"209,596","Johnson, Gary E. ",Challenger,"90,084","Stein Jill  (Independent) 76,802; Castle Darrell  (Independent) 1,138; McMullin Evan  (Independent) 11,655","944,714",D,38.76,55.83,3.79,1.63,40.98,59.02,,,
President,20161108,Indiana,11,0,0,"2,728,138","1,556,514","Trump, Donald J. ",Challenger,"1,035,956","Clinton, Hillary Rodham ",Challenger,Independent,"130,529","Johnson, Gary E. ",Challenger,"5,139","Stein Jill  (Independent) 3,638; Duncan Richard  (Write-in) 12; De La Fuente Roque  (Independent) 10; Castle Darrell  (Independent) 1,097","520,558",R,57.05,37.97,4.78,0.19,60.04,39.96,,,
President,20161108,Iowa,6,0,0,"1,566,031","800,983","Trump, Donald J. ",Challenger,"653,669","Clinton, Hillary Rodham ",Challenger,Independent,"59,186","Johnson, Gary E. ",Challenger,"52,193","Scattered Write-Ins  (Write-in) 17,746; Vacek  Dan  (Legal Marijuana Now) 2,246; Stein Jill  (Independent) 11,479; La Riva Gloria  (Write-in) 323; De La Fuente Roque  (Independent) 451; Castle Darrell  (Independent) 5,335; McMullin Evan  (Independent) 12,366","147,314",R,51.15,41.74,3.78,3.33,55.06,44.94,,,
President,20161108,Maine,1,3,0,"747,927","335,593","Trump, Donald J. ",Challenger,"357,735","Clinton, Hillary Rodham ",Challenger,Independent,"38,105","Johnson, Gary E. ",Challenger,"16,494","Stein Jill  (Independent) 14,251; Castle Darrell  (Independent) 333; McMullin Evan  (Independent) 1,887","22,142",D,44.87,47.83,5.09,2.21,48.40,51.60,,,
President,20161108,Massachusetts,0,11,0,"3,325,046","1,090,893","Trump, Donald J. ",Challenger,"1,995,196","Clinton, Hillary Rodham ",Challenger,Independent,"138,018","Johnson, Gary E. ",Challenger,"100,939","Scattered Write-Ins  (Write-in) 50,488; Stein Jill  (Independent) 47,661; McMullin Evan  (Independent) 2,719","904,303",D,32.81,60.01,4.15,3.04,35.35,64.65,,,
President,20161108,Michigan,16,0,0,"4,799,284","2,279,543","Trump, Donald J. ",Challenger,"2,268,839","Clinton, Hillary Rodham ",Challenger,Independent,"172,136","Johnson, Gary E. ",Challenger,"78,766","Stein Jill  (Independent) 51,463; Castle Darrell  (Independent) 16,139; McMullin Evan  (Independent) 8,177","10,704",R,47.50,47.27,3.59,1.64,50.12,49.88,,,
President,20161108,Kansas,6,0,0,"1,184,402","671,018","Trump, Donald J. ",Challenger,"427,005","Clinton, Hillary Rodham ",Challenger,Independent,"55,406","Johnson, Gary E. ",Challenger,"30,973","Stein Jill  (Independent) 23,506; La Riva Gloria  (Write-in) 7; De La Fuente Roque  (Independent) 3; Castle Darrell  (Independent) 646; McMullin Evan  (Independent) 6,520; Smith Mike  (Independent) 6","244,013",R,56.65,36.05,4.68,2.62,61.11,38.89,,,
President,20161108,Kentucky,8,0,0,"1,924,149","1,202,971","Trump, Donald J. ",Challenger,"628,854","Clinton, Hillary Rodham ",Challenger,Independent,"53,752","Johnson, Gary E. ",Challenger,"38,572","Stein Jill  (Independent) 13,913; Duncan Richard  (Write-in) 2; De La Fuente Roque  (Independent) 1,128; Castle Darrell  (Independent) 438; McMullin Evan  (Independent) 22,780; Smith Mike  (Independent) 9","574,117",R,62.52,32.68,2.79,2.00,65.67,34.33,,,
President,20161108,Louisiana,8,0,0,"2,029,032","1,178,638","Trump, Donald J. ",Challenger,"780,154","Clinton, Hillary Rodham ",Challenger,Independent,"37,978","Johnson, Gary E. ",Challenger,"32,262","Stein Jill  (Independent) 14,031; La Riva Gloria  (Write-in) 446; Castle Darrell  (Independent) 3,129; McMullin Evan  (Independent) 8,547; Kennedy Alyson  (Independent) 480","398,484",R,58.09,38.45,1.87,1.59,60.17,39.83,,,
President,20161108,Maryland,0,10,0,"2,781,446","943,169","Trump, Donald J. ",Challenger,"1,677,928","Clinton, Hillary Rodham ",Challenger,Independent,"79,605","Johnson, Gary E. ",Challenger,"80,744","Scattered Write-Ins  (Write-in) 33,263; Stein Jill  (Independent) 35,945; La Riva Gloria  (Write-in) 48; Duncan Richard  (Write-in) 18; De La Fuente Roque  (Independent) 14; Castle Darrell  (Independent) 566; McMullin Evan  (Independent) 9,630","734,759",D,33.91,60.33,2.86,2.90,35.98,64.02,,,
President,20161108,Minnesota,0,10,0,"2,944,813","1,322,951","Trump, Donald J. ",Challenger,"1,367,716","Clinton, Hillary Rodham ",Challenger,Independent,"112,972","Johnson, Gary E. ",Challenger,"141,174","Scattered Write-Ins  (Write-in) 27,263; Vacek  Dan  (Legal Marijuana Now) 11,291; Stein Jill  (Independent) 36,985; De La Fuente Roque  (Independent) 1,431; Castle Darrell  (Independent) 9,456; McMullin Evan  (Independent) 53,076; Kennedy Alyson  (Independent) 1,672","44,765",D,44.92,46.44,3.84,4.79,49.17,50.83,,,
President,20161108,Mississippi,6,0,0,"1,209,357","700,714","Trump, Donald J. ",Challenger,"485,131","Clinton, Hillary Rodham ",Challenger,Independent,"14,435","Johnson, Gary E. ",Challenger,"9,077","Stein Jill  (Independent) 3,731; De La Fuente Roque  (Independent) 644; Castle Darrell  (Independent) 3,987","215,583",R,57.94,40.11,1.19,0.75,59.09,40.91,,,
President,20161108,Missouri,10,0,0,"2,808,605","1,594,511","Trump, Donald J. ",Challenger,"1,071,068","Clinton, Hillary Rodham ",Challenger,Independent,"97,359","Johnson, Gary E. ",Challenger,"45,667","Stein Jill  (Independent) 25,419; De La Fuente Roque  (Independent) 6; Castle Darrell  (Independent) 13,092; McMullin Evan  (Independent) 7,071","523,443",R,56.77,38.14,3.47,1.63,59.82,40.18,,,
President,20161108,Montana,3,0,0,"497,147","279,240","Trump, Donald J. ",Challenger,"177,709","Clinton, Hillary Rodham ",Challenger,Independent,"28,037","Johnson, Gary E. ",Challenger,"12,161","Scattered Write-Ins  (Write-in) 2,621; Stein Jill  (Independent) 7,970; De La Fuente Roque  (Independent) 1,570","101,531",R,56.17,35.75,5.64,2.45,61.11,38.89,,,
President,20161108,Nebraska,5,0,0,"844,227","495,961","Trump, Donald J. ",Challenger,"284,494","Clinton, Hillary Rodham ",Challenger,Independent,"38,946","Johnson, Gary E. ",Challenger,"24,826","Scattered Write-Ins  (Write-in) 16,051; Stein Jill  (Independent) 8,775","211,467",R,58.75,33.70,4.61,2.94,63.55,36.45,,,
President,20161108,Nevada,0,6,0,"1,125,385","512,058","Trump, Donald J. ",Challenger,"539,260","Clinton, Hillary Rodham ",Challenger,Independent,"37,384","Johnson, Gary E. ",Challenger,"36,683","""None of These Candidates""  (No Party) 28,863; De La Fuente Roque  (Independent) 2,552; Castle Darrell  (Independent) 5,268","27,202",D,45.50,47.92,3.32,3.26,48.71,51.29,,,
President,20161108,New Hampshire,0,4,0,"756,325","345,790","Trump, Donald J. ",Challenger,"348,526","Clinton, Hillary Rodham ",Challenger,Independent,"30,777","Johnson, Gary E. ",Challenger,"31,232","Scattered Write-Ins  (Write-in) 24,058; Stein Jill  (Independent) 6,496; De La Fuente Roque  (Independent) 678","2,736",D,45.72,46.08,4.07,4.13,49.80,50.20,,,
President,20161108,New Jersey,0,14,0,"3,874,046","1,601,933","Trump, Donald J. ",Challenger,"2,148,278","Clinton, Hillary Rodham ",Challenger,Independent,"72,477","Johnson, Gary E. ",Challenger,"51,358","Stein Jill  (Independent) 37,772; La Riva Gloria  (Write-in) 1,682; De La Fuente Roque  (Independent) 1,838; Castle Darrell  (Independent) 6,161; Kennedy Alyson  (Independent) 2,156","546,345",D,41.35,55.45,1.87,1.33,42.72,57.28,,,
President,20161108,New Mexico,0,5,0,"798,319","319,667","Trump, Donald J. ",Challenger,"385,234","Clinton, Hillary Rodham ",Challenger,Independent,"74,541","Johnson, Gary E. ",Challenger,"18,877","Stein Jill  (Independent) 9,879; La Riva Gloria  (Write-in) 1,184; De La Fuente Roque  (Independent) 475; Castle Darrell  (Independent) 1,514; McMullin Evan  (Independent) 5,825","65,567",D,40.04,48.26,9.34,2.36,45.35,54.65,,,
President,20161108,New York,0,29,0,"7,721,442","2,819,533","Trump, Donald J. ",Challenger,"4,556,118","Clinton, Hillary Rodham ",Challenger,Independent,"176,598","Johnson, Gary E. ",Challenger,"169,193","Scattered Write-Ins  (Write-in) 48,343; Stein Jill  (Independent) 107,935; La Riva Gloria  (Write-in) 175; De La Fuente Roque  (Independent) 35; Castle Darrell  (Independent) 955; McMullin Evan  (Independent) 10,397","1,736,585",D,36.52,59.01,2.29,2.19,38.23,61.77,,,
President,20161108,North Carolina,15,0,0,"4,741,564","2,362,631","Trump, Donald J. ",Challenger,"2,189,316","Clinton, Hillary Rodham ",Challenger,Independent,"130,126","Johnson, Gary E. ",Challenger,"59,491","Scattered Write-Ins  (Write-in) 47,386; Stein Jill  (Independent) 12,105","173,315",R,49.83,46.17,2.74,1.25,51.90,48.10,,,
President,20161108,North Dakota,3,0,0,"344,360","216,794","Trump, Donald J. ",Challenger,"93,758","Clinton, Hillary Rodham ",Challenger,Independent,"21,434","Johnson, Gary E. ",Challenger,"12,374","Scattered Write-Ins  (Write-in) 6,397; Stein Jill  (Independent) 3,780; De La Fuente Roque  (Independent) 364; Castle Darrell  (Independent) 1,833","123,036",R,62.96,27.23,6.22,3.59,69.81,30.19,,,
President,20161108,Ohio,18,0,0,"5,496,487","2,841,005","Trump, Donald J. ",Challenger,"2,394,164","Clinton, Hillary Rodham ",Challenger,Independent,"174,498","Johnson, Gary E. ",Challenger,"86,820","Stein Jill  (Independent) 46,271; Duncan Richard  (Write-in) 24,235; Castle Darrell  (Independent) 1,887; McMullin Evan  (Independent) 12,574","446,841",R,51.69,43.56,3.17,1.58,54.27,45.73,,,
President,20161108,Oklahoma,7,0,0,"1,452,992","949,136","Trump, Donald J. ",Challenger,"420,375","Clinton, Hillary Rodham ",Challenger,Independent,"83,481","Johnson, Gary E. ",Challenger,N/A,,"528,761",R,65.32,28.93,5.75,0.00,69.30,30.70,,,
President,20161108,Oregon,0,7,0,"2,001,336","782,403","Trump, Donald J. ",Challenger,"1,002,106","Clinton, Hillary Rodham ",Challenger,Independent,"94,231","Johnson, Gary E. ",Challenger,"122,596","Scattered Write-Ins  (Write-in) 72,594; Stein Jill  (Independent) 50,002","219,703",D,39.09,50.07,4.71,6.13,43.84,56.16,,,
President,20161108,Pennsylvania,20,0,0,"6,165,478","2,970,733","Trump, Donald J. ",Challenger,"2,926,441","Clinton, Hillary Rodham ",Challenger,Independent,"146,715","Johnson, Gary E. ",Challenger,"121,589","Scattered Write-Ins  (Write-in) 43,604; Stein Jill  (Independent) 49,941; Castle Darrell  (Independent) 21,572; McMullin Evan  (Independent) 6,472","44,292",R,48.18,47.46,2.38,1.97,50.38,49.62,,,
President,20161108,Rhode Island,0,4,0,"464,144","180,543","Trump, Donald J. ",Challenger,"252,525","Clinton, Hillary Rodham ",Challenger,Independent,"14,746","Johnson, Gary E. ",Challenger,"16,330","Scattered Write-Ins  (Write-in) 9,439; Stein Jill  (Independent) 6,220; De La Fuente Roque  (Independent) 671","71,982",D,38.90,54.41,3.18,3.52,41.69,58.31,,,
President,20161108,South Carolina,9,0,0,"2,103,027","1,155,389","Trump, Donald J. ",Challenger,"855,373","Clinton, Hillary Rodham ",Challenger,Independent,"49,204","Johnson, Gary E. ",Challenger,"43,061","Stein Jill  (Independent) 13,034; Castle Darrell  (Independent) 5,765; McMullin Evan  (Independent) 21,016","300,016",R,54.94,40.67,2.34,2.05,57.46,42.54,,,
President,20161108,South Dakota,3,0,0,"370,093","227,721","Trump, Donald J. ",Challenger,"117,458","Clinton, Hillary Rodham ",Challenger,Independent,"20,850","Johnson, Gary E. ",Challenger,"4,064","Castle Darrell  (Independent) 4,064","110,263",R,61.53,31.74,5.63,1.10,65.97,34.03,,,
President,20161108,Tennessee,11,0,0,"2,508,027","1,522,925","Trump, Donald J. ",Challenger,"870,695","Clinton, Hillary Rodham ",Challenger,Independent,"70,397","Johnson, Gary E. ",Challenger,"44,010","Stein Jill  (Independent) 15,993; De La Fuente Roque  (Independent) 4,075; Castle Darrell  (Independent) 1,584; McMullin Evan  (Independent) 11,991; Smith Mike  (Independent) 7,276; Kennedy Alyson  (Independent) 2,877","652,230",R,60.72,34.72,2.81,1.75,63.62,36.38,,,
President,20161108,Texas,36,0,2,"8,969,226","4,685,047","Trump, Donald J. ",Challenger,"3,877,868","Clinton, Hillary Rodham ",Challenger,Independent,"283,492","Johnson, Gary E. ",Challenger,"122,819","Stein Jill  (Independent) 71,558; Castle Darrell  (Independent) 4,261; McMullin Evan  (Independent) 42,366","807,179",R,52.23,43.24,3.16,1.37,54.71,45.29,,,
President,20161108,Utah,6,0,0,"1,131,430","515,231","Trump, Donald J. ",Challenger,"310,676","Clinton, Hillary Rodham ",Challenger,Independent,"39,608","Johnson, Gary E. ",Challenger,"265,915","Scattered Write-Ins  (Write-in) 55; Stein Jill  (Independent) 9,438; De La Fuente Roque  (Independent) 883; Castle Darrell  (Independent) 8,032; McMullin Evan  (Independent) 243,690; Kennedy Alyson  (Independent) 521","204,555",R,45.54,27.46,3.50,23.50,62.38,37.62,,,
President,20161108,Vermont,0,3,0,"315,067","95,369","Trump, Donald J. ",Challenger,"178,573","Clinton, Hillary Rodham ",Challenger,Independent,"10,078","Johnson, Gary E. ",Challenger,"31,047","Scattered Write-Ins  (Write-in) 22,899; Stein Jill  (Independent) 6,758; La Riva Gloria  (Write-in) 327; De La Fuente Roque  (Independent) 1,063","83,204",D,30.27,56.68,3.20,9.85,34.81,65.19,,,
President,20161108,Virginia,0,13,0,"3,984,631","1,769,443","Trump, Donald J. ",Challenger,"1,981,473","Clinton, Hillary Rodham ",Challenger,Independent,"118,274","Johnson, Gary E. ",Challenger,"115,441","Scattered Write-Ins  (Write-in) 33,749; Stein Jill  (Independent) 27,638; McMullin Evan  (Independent) 54,054","212,030",D,44.41,49.73,2.97,2.90,47.17,52.83,,,
President,20161108,Washington,0,8,4,"3,317,019","1,221,747","Trump, Donald J. ",Challenger,"1,742,718","Clinton, Hillary Rodham ",Challenger,Independent,"160,879","Johnson, Gary E. ",Challenger,"191,675","Scattered Write-Ins  (Write-in) 107,805; Stein Jill  (Independent) 58,417; La Riva Gloria  (Write-in) 3,523; Castle Darrell  (Independent) 17,623; Kennedy Alyson  (Independent) 4,307","520,971",D,36.83,52.54,4.85,5.78,41.21,58.79,,,
President,20161108,West Virginia,5,0,0,"714,423","489,371","Trump, Donald J. ",Challenger,"188,794","Clinton, Hillary Rodham ",Challenger,Independent,"23,004","Johnson, Gary E. ",Challenger,"13,254","Scattered Write-Ins  (Write-in) 1,372; Stein Jill  (Independent) 8,075; Castle Darrell  (Independent) 3,807","300,577",R,68.50,26.43,3.22,1.86,72.16,27.84,,,
President,20161108,Wisconsin,10,0,0,"2,976,150","1,405,284","Trump, Donald J. ",Challenger,"1,382,536","Clinton, Hillary Rodham ",Challenger,Independent,"106,674","Johnson, Gary E. ",Challenger,"81,656","Scattered Write-Ins  (Write-in) 22,764; Stein Jill  (Independent) 31,072; De La Fuente Roque  (Independent) 1,502; Castle Darrell  (Independent) 12,162; McMullin Evan  (Independent) 11,855","22,748",R,47.22,46.45,3.58,2.74,50.41,49.59,,,
President,20161108,Wyoming,3,0,0,"255,849","174,419","Trump, Donald J. ",Challenger,"55,973","Clinton, Hillary Rodham ",Challenger,Independent,"13,287","Johnson, Gary E. ",Challenger,"12,170","Scattered Write-Ins  (Write-in) 6,904; Stein Jill  (Independent) 2,515; De La Fuente Roque  (Independent) 709; Castle Darrell  (Independent) 2,042","118,446",R,68.17,21.88,5.19,4.76,75.71,24.29,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AreaAll,ElectoralRepVotesAll,ElectoralDemVotesAll,ElectoralOtherVotesAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll,,,,,,,,,,,,,
United States,304,227,7,"136,674,476","62,984,052","65,856,340","4,485,877","3,348,207","2,872,288",D,46.08,48.18,3.28,2.45,48.89,51.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENT 2012 State Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,RaceDate,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,20121106,Alabama,9,0,0,"2,074,338","1,255,925","Romney, W. Mitt  ",Challenger,"795,696","Obama, Barack H. ",Incumbent,Libertarian,"12,328","Johnson, Gary E. ",Challenger,"10,389","Stein Jill  (Green) 3,397; Goode Virgil H. Jr. (Write-in) 2,981; Scattered Write-Ins  (Write-in) 4,011","460,229",R,60.55,38.36,0.59,0.50,61.22,38.78,,,
President,20121106,Alaska,3,0,0,"300,495","164,676","Romney, W. Mitt  ",Challenger,"122,640","Obama, Barack H. ",Incumbent,Libertarian,"7,392","Johnson, Gary E. ",Challenger,"5,787","Stein Jill  (Green) 2,917; Scattered Write-Ins  (Write-in) 2,870","42,036",R,54.80,40.81,2.46,1.93,57.32,42.68,,,
President,20121106,Arizona,11,0,0,"2,299,254","1,233,654","Romney, W. Mitt  ",Challenger,"1,025,232","Obama, Barack H. ",Incumbent,Libertarian,"32,100","Johnson, Gary E. ",Challenger,"8,268","Stein Jill  (Green) 7,816; Goode Virgil H. Jr. (Write-in) 289; Scattered Write-Ins  (Write-in) 163","208,422",R,53.65,44.59,1.40,0.36,54.61,45.39,,,
President,20121106,Arkansas,6,0,0,"1,069,468","647,744","Romney, W. Mitt  ",Challenger,"394,409","Obama, Barack H. ",Incumbent,Libertarian,"16,276","Johnson, Gary E. ",Challenger,"11,039","Lindsay Peta  (Socialism and Liberation) 1,734; Stein Jill  (Green) 9,305","253,335",R,60.57,36.88,1.52,1.03,62.15,37.85,,,
President,20121106,California,0,55,0,"13,038,547","4,839,958","Romney, W. Mitt  ",Challenger,"7,854,285","Obama, Barack H. ",Incumbent,Libertarian,"143,221","Johnson, Gary E. ",Challenger,"201,083","Hoefling Thomas  (American Independent) 38,372; Barr Roseanne  (Peace and Freedom) 53,824; Paul Ron  (Write-in) 21,461; Stein Jill  (Green) 85,638; Goode Virgil H. Jr. (Write-in) 503; Scattered Write-Ins  (Write-in) 1,285","3,014,327",D,37.12,60.24,1.10,1.54,38.13,61.87,,,
President,20121106,Colorado,0,9,0,"2,569,522","1,185,243","Romney, W. Mitt  ",Challenger,"1,323,102","Obama, Barack H. ",Incumbent,Libertarian,"35,545","Johnson, Gary E. ",Challenger,"25,632","Hoefling Thomas  (American Independent) 679; Barr Roseanne  (Peace and Freedom) 5,059; Anderson Ross C.  (Justice) 1,260; Terry Randall  (Independent) 4; Stein Jill  (Green) 7,508; Goode Virgil H. Jr. (Write-in) 6,234","137,859",D,46.13,51.49,1.38,1.00,47.25,52.75,,,
President,20121106,Connecticut,0,7,0,"1,558,960","634,892","Romney, W. Mitt  ",Challenger,"905,083","Obama, Barack H. ",Incumbent,Libertarian,"12,580","Johnson, Gary E. ",Challenger,"6,405","Anderson Ross C.  (Justice) 5,487; Scattered Write-Ins  (Write-in) 918","270,191",D,40.73,58.06,0.81,0.41,41.23,58.77,,,
President,20121106,Delaware,0,3,0,"413,921","165,484","Romney, W. Mitt  ",Challenger,"242,584","Obama, Barack H. ",Incumbent,Libertarian,"3,882","Johnson, Gary E. ",Challenger,"1,971","Stein Jill  (Green) 1,940; Goode Virgil H. Jr. (Write-in) 23; Scattered Write-Ins  (Write-in) 8","77,100",D,39.98,58.61,0.94,0.48,40.55,59.45,,,
President,20121106,District of Columbia,0,3,0,"293,764","21,381","Romney, W. Mitt  ",Challenger,"267,070","Obama, Barack H. ",Incumbent,Libertarian,"2,083","Johnson, Gary E. ",Challenger,"3,230","Stein Jill  (Green) 2,458; Scattered Write-Ins  (Write-in) 772","245,689",D,7.28,90.91,0.71,1.10,7.41,92.59,,,
President,20121106,Florida,0,29,0,"8,474,179","4,163,447","Romney, W. Mitt  ",Challenger,"4,237,756","Obama, Barack H. ",Incumbent,Libertarian,"44,726","Johnson, Gary E. ",Challenger,"28,250","Hoefling Thomas  (American Independent) 946; Barr Roseanne  (Peace and Freedom) 8,154; Anderson Ross C.  (Justice) 1,754; Lindsay Peta  (Socialism and Liberation) 322; Stein Jill  (Green) 8,947; Goode Virgil H. Jr. (Write-in) 2,607; Scattered Write-Ins  (Write-in) 45","74,309",D,49.13,50.01,0.53,0.33,49.56,50.44,,,
President,20121106,Georgia,16,0,0,"3,900,050","2,078,688","Romney, W. Mitt  ",Challenger,"1,773,827","Obama, Barack H. ",Incumbent,Libertarian,"45,324","Johnson, Gary E. ",Challenger,"2,211","Stein Jill  (Green) 1,516; Goode Virgil H. Jr. (Write-in) 432; Scattered Write-Ins  (Write-in) 263","304,861",R,53.30,45.48,1.16,0.06,53.96,46.04,,,
President,20121106,Hawaii,0,4,0,"434,697","121,015","Romney, W. Mitt  ",Challenger,"306,658","Obama, Barack H. ",Incumbent,Libertarian,"3,840","Johnson, Gary E. ",Challenger,"3,184","Stein Jill  (Green) 3,184","185,643",D,27.84,70.55,0.88,0.73,28.30,71.70,,,
President,20121106,Idaho,4,0,0,"652,346","420,911","Romney, W. Mitt  ",Challenger,"212,787","Obama, Barack H. ",Incumbent,Libertarian,"9,453","Johnson, Gary E. ",Challenger,"9,195","Anderson Ross C.  (Justice) 2,499; Stein Jill  (Green) 4,402; Goode Virgil H. Jr. (Write-in) 2,222; Scattered Write-Ins  (Write-in) 72","208,124",R,64.52,32.62,1.45,1.41,66.42,33.58,,,
